id,seed,type,path,file,step_start,step_end,event,n_maps,action,q_value,q_llm
001549,805,transition,805/transition_step_0080_0082_reach_goal.txt,transition_step_0080_0082_reach_goal.txt,80,82,reach_goal,3,left,0.9801,0.2
001549,805,transition,805/transition_step_0080_0082_reach_goal.txt,transition_step_0080_0082_reach_goal.txt,80,82,reach_goal,3,right,0.9801,0.2
001549,805,transition,805/transition_step_0080_0082_reach_goal.txt,transition_step_0080_0082_reach_goal.txt,80,82,reach_goal,3,forward,1.0,0.99
001549,805,transition,805/transition_step_0080_0082_reach_goal.txt,transition_step_0080_0082_reach_goal.txt,80,82,reach_goal,3,pickup,0.99,0.1
001549,805,transition,805/transition_step_0080_0082_reach_goal.txt,transition_step_0080_0082_reach_goal.txt,80,82,reach_goal,3,toggle,0.99,0.1
000961,99,transition,99/transition_step_0045_0047_reach_goal.txt,transition_step_0045_0047_reach_goal.txt,45,47,reach_goal,3,left,0.9801,0.3
000961,99,transition,99/transition_step_0045_0047_reach_goal.txt,transition_step_0045_0047_reach_goal.txt,45,47,reach_goal,3,right,0.9801,0.3
000961,99,transition,99/transition_step_0045_0047_reach_goal.txt,transition_step_0045_0047_reach_goal.txt,45,47,reach_goal,3,forward,1.0,0.85
000961,99,transition,99/transition_step_0045_0047_reach_goal.txt,transition_step_0045_0047_reach_goal.txt,45,47,reach_goal,3,pickup,0.99,0.1
000961,99,transition,99/transition_step_0045_0047_reach_goal.txt,transition_step_0045_0047_reach_goal.txt,45,47,reach_goal,3,toggle,0.99,0.1
001303,769,intermediate,769/intermediate_step_0018_0020_open_door.txt,intermediate_step_0018_0020_open_door.txt,18,20,open_door,3,left,0.886385,0.2
001303,769,intermediate,769/intermediate_step_0018_0020_open_door.txt,intermediate_step_0018_0020_open_door.txt,18,20,open_door,3,right,0.886385,0.6
001303,769,intermediate,769/intermediate_step_0018_0020_open_door.txt,intermediate_step_0018_0020_open_door.txt,18,20,open_door,3,forward,0.868746,0.3
001303,769,intermediate,769/intermediate_step_0018_0020_open_door.txt,intermediate_step_0018_0020_open_door.txt,18,20,open_door,3,pickup,0.877521,0.1
001303,769,intermediate,769/intermediate_step_0018_0020_open_door.txt,intermediate_step_0018_0020_open_door.txt,18,20,open_door,3,toggle,0.877521,0.1
001657,191,transition,191/transition_step_0043_0045_open_door.txt,transition_step_0043_0045_open_door.txt,43,45,open_door,3,left,0.877521,0.3
001657,191,transition,191/transition_step_0043_0045_open_door.txt,transition_step_0043_0045_open_door.txt,43,45,open_door,3,right,0.877521,0.3
001657,191,transition,191/transition_step_0043_0045_open_door.txt,transition_step_0043_0045_open_door.txt,43,45,open_door,3,forward,0.886385,0.2
001657,191,transition,191/transition_step_0043_0045_open_door.txt,transition_step_0043_0045_open_door.txt,43,45,open_door,3,pickup,0.886385,0.1
001657,191,transition,191/transition_step_0043_0045_open_door.txt,transition_step_0043_0045_open_door.txt,43,45,open_door,3,toggle,0.895338,0.75
000445,20,transition,20/transition_step_0275_0277_reach_goal.txt,transition_step_0275_0277_reach_goal.txt,275,277,reach_goal,3,left,0.9801,0.2
000445,20,transition,20/transition_step_0275_0277_reach_goal.txt,transition_step_0275_0277_reach_goal.txt,275,277,reach_goal,3,right,0.9801,0.2
000445,20,transition,20/transition_step_0275_0277_reach_goal.txt,transition_step_0275_0277_reach_goal.txt,275,277,reach_goal,3,forward,1.0,0.99
000445,20,transition,20/transition_step_0275_0277_reach_goal.txt,transition_step_0275_0277_reach_goal.txt,275,277,reach_goal,3,pickup,0.99,0.1
000445,20,transition,20/transition_step_0275_0277_reach_goal.txt,transition_step_0275_0277_reach_goal.txt,275,277,reach_goal,3,toggle,0.99,0.1
000007,102,transition,102/transition_step_0004_0006_find_key.txt,transition_step_0004_0006_find_key.txt,4,6,find_key,3,left,0.842943,0.3
000007,102,transition,102/transition_step_0004_0006_find_key.txt,transition_step_0004_0006_find_key.txt,4,6,find_key,3,right,0.842943,0.3
000007,102,transition,102/transition_step_0004_0006_find_key.txt,transition_step_0004_0006_find_key.txt,4,6,find_key,3,forward,0.851458,0.5
