id,seed,type,path,file,step_start,step_end,event,n_maps,v_value,v_llm
000122,214,transition,214/transition_step_0002_0004_find_key.txt,transition_step_0002_0004_find_key.txt,2,4,find_key,3,0.8953,0.85
000202,663,off_track,663/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,0.9044,0.95
000059,71,transition,71/transition_step_0005_0007_open_door.txt,transition_step_0005_0007_open_door.txt,5,7,open_door,3,0.951,0.98
000133,330,intermediate,330/intermediate_step_0009_0011_open_door.txt,intermediate_step_0009_0011_open_door.txt,9,11,open_door,3,0.9227,0.85
000305,191,intermediate,191/intermediate_step_0000_0002_find_key.txt,intermediate_step_0000_0002_find_key.txt,0,2,find_key,3,0.8429,0.45
000225,308,initial,308/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8429,0.55
000011,102,off_track,102/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,0.9415,0.85
000227,308,transition,308/transition_step_0008_0010_find_key.txt,transition_step_0008_0010_find_key.txt,8,10,find_key,3,0.8953,0.65
000270,413,worst,413/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8601,0.35
000084,20,intermediate,20/intermediate_step_0273_0275_reach_goal.txt,intermediate_step_0273_0275_reach_goal.txt,273,275,reach_goal,3,0.9801,1.0
000125,214,intermediate,214/intermediate_step_0046_0048_open_door.txt,intermediate_step_0046_0048_open_door.txt,46,48,open_door,3,0.9044,0.45
000282,805,transition,805/transition_step_0051_0053_find_key.txt,transition_step_0051_0053_find_key.txt,51,53,find_key,3,0.8953,0.65
000194,663,worst,663/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8687,0.15
000010,102,off_track,102/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,0.8515,0.45
000148,458,off_track,458/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,0.9044,0.35
000162,372,worst,372/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8687,0.15
000118,466,off_track,466/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,0.8429,0.45
