id,seed,type,path,file,step_start,step_end,event,n_maps,v_value,v_llm
000200,663,off_track,663/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,1,0.8262,0.851
000075,700,off_track,700/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,1,0.8775,0.904
000030,860,intermediate,860/intermediate_step_0024_0024_reach_goal.txt,intermediate_step_0024_0024_reach_goal.txt,24,24,reach_goal,1,0.99,0.97
000136,330,off_track,330/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,1,0.8687,0.904
000160,87,off_track,87/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,1,0.9044,0.922
000126,214,transition,214/transition_step_0058_0058_reach_goal.txt,transition_step_0058_0058_reach_goal.txt,58,58,reach_goal,1,1.0,0.895
000062,71,intermediate,71/intermediate_step_0012_0012_reach_goal.txt,intermediate_step_0012_0012_reach_goal.txt,12,12,reach_goal,1,1.0,0.932
000134,330,transition,330/transition_step_0022_0022_reach_goal.txt,transition_step_0022_0022_reach_goal.txt,22,22,reach_goal,1,1.0,0.913
000077,20,initial,20/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8515,0.877
000313,955,transition,955/transition_step_0037_0037_find_key.txt,transition_step_0037_0037_find_key.txt,37,37,find_key,1,0.8601,0.886
000059,71,transition,71/transition_step_0007_0007_open_door.txt,transition_step_0007_0007_open_door.txt,7,7,open_door,1,0.951,0.941
000099,121,worst,121/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8429,0.868
000167,372,transition,372/transition_step_0160_0160_reach_goal.txt,transition_step_0160_0160_reach_goal.txt,160,160,reach_goal,1,1.0,0.941
000072,700,transition,700/transition_step_0037_0037_reach_goal.txt,transition_step_0037_0037_reach_goal.txt,37,37,reach_goal,1,1.0,0.868
000312,955,worst,955/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8429,0.86
000245,769,off_track,769/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,1,0.8429,0.851
000319,955,off_track,955/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,1,0.9703,0.97
000185,871,transition,871/transition_step_0003_0003_find_key.txt,transition_step_0003_0003_find_key.txt,3,3,find_key,1,0.9044,0.88
000003,102,transition,102/transition_step_0007_0007_find_key.txt,transition_step_0007_0007_find_key.txt,7,7,find_key,1,0.8687,0.82
000216,661,transition,661/transition_step_0004_0004_find_key.txt,transition_step_0004_0004_find_key.txt,4,4,find_key,1,0.8775,0.84
000253,343,transition,343/transition_step_0209_0209_reach_goal.txt,transition_step_0209_0209_reach_goal.txt,209,209,reach_goal,1,1.0,0.99
000084,20,intermediate,20/intermediate_step_0275_0275_reach_goal.txt,intermediate_step_0275_0275_reach_goal.txt,275,275,reach_goal,1,0.9801,0.94
000042,270,off_track,270/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,1,0.9044,0.88
000270,413,worst,413/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8601,0.8
000125,214,intermediate,214/intermediate_step_0048_0048_open_door.txt,intermediate_step_0048_0048_open_door.txt,48,48,open_door,1,0.9044,0.843
