id,seed,type,path,file,step_start,step_end,event,n_maps,v_value,v_llm
000247,343,initial,343/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8601,0.8345
000162,372,worst,372/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8687,0.8601
000287,805,intermediate,805/intermediate_step_0080_0080_reach_goal.txt,intermediate_step_0080_0080_reach_goal.txt,80,80,reach_goal,1,0.9801,0.9801
000271,413,transition,413/transition_step_0004_0004_find_key.txt,transition_step_0004_0004_find_key.txt,4,4,find_key,1,0.8864,0.8689
000041,270,off_track,270/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,1,0.8687,0.8689
000088,614,initial,614/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8601,0.8347
000093,614,transition,614/transition_step_0060_0060_reach_goal.txt,transition_step_0060_0060_reach_goal.txt,60,60,reach_goal,1,1.0,0.99
000230,308,intermediate,308/intermediate_step_0067_0067_open_door.txt,intermediate_step_0067_0067_open_door.txt,67,67,open_door,1,0.9044,0.8955
000001,102,initial,102/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8097,0.785
000222,661,off_track,661/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,1,0.8179,0.793
000008,102,intermediate,102/intermediate_step_0052_0052_reach_goal.txt,intermediate_step_0052_0052_reach_goal.txt,52,52,reach_goal,1,0.9801,0.97
000071,700,intermediate,700/intermediate_step_0026_0026_open_door.txt,intermediate_step_0026_0026_open_door.txt,26,26,open_door,1,0.9044,0.895
000157,87,intermediate,87/intermediate_step_0056_0056_reach_goal.txt,intermediate_step_0056_0056_reach_goal.txt,56,56,reach_goal,1,0.9801,0.97
000302,191,initial,191/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8262,0.818
000291,385,initial,385/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8775,0.773
000187,871,intermediate,871/intermediate_step_0004_0004_open_door.txt,intermediate_step_0004_0004_open_door.txt,4,4,open_door,1,0.9044,0.809
000004,102,intermediate,102/intermediate_step_0004_0004_find_key.txt,intermediate_step_0004_0004_find_key.txt,4,4,find_key,1,0.8429,0.652
000170,372,off_track,372/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,1,0.9135,0.791
000110,466,worst,466/worst_step_0001_find_key.txt,worst_step_0001_find_key.txt,1,1,find_key,1,0.8262,0.652
000190,871,off_track,871/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,1,0.8775,0.669
000260,491,transition,491/transition_step_0029_0029_find_key.txt,transition_step_0029_0029_find_key.txt,29,29,find_key,1,0.9135,0.9135
000259,491,worst,491/worst_step_0025_find_key.txt,worst_step_0025_find_key.txt,25,25,find_key,1,0.8775,0.8775
000273,413,transition,413/transition_step_0017_0017_open_door.txt,transition_step_0017_0017_open_door.txt,17,17,open_door,1,0.9321,0.9415
000300,385,off_track,385/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,1,0.9321,0.9321
000309,191,intermediate,191/intermediate_step_0054_0054_reach_goal.txt,intermediate_step_0054_0054_reach_goal.txt,54,54,reach_goal,1,0.9801,0.9703
000232,308,intermediate,308/intermediate_step_0079_0079_reach_goal.txt,intermediate_step_0079_0079_reach_goal.txt,79,79,reach_goal,1,0.9801,0.9703
000107,121,off_track,121/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,1,0.8515,0.0
000244,769,off_track,769/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,1,0.8179,0.80973
000070,700,transition,700/transition_step_0029_0029_open_door.txt,transition_step_0029_0029_open_door.txt,29,29,open_door,1,0.9227,0.91352
000177,99,intermediate,99/intermediate_step_0036_0036_open_door.txt,intermediate_step_0036_0036_open_door.txt,36,36,open_door,1,0.9135,0.90438
000105,121,intermediate,121/intermediate_step_0100_0100_reach_goal.txt,intermediate_step_0100_0100_reach_goal.txt,100,100,reach_goal,1,0.9801,0.9703
000060,71,intermediate,71/intermediate_step_0004_0004_open_door.txt,intermediate_step_0004_0004_open_door.txt,4,4,open_door,1,0.9227,0.91352
000223,661,off_track,661/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,1,0.8864,0.869
000297,385,transition,385/transition_step_0186_0186_reach_goal.txt,transition_step_0186_0186_reach_goal.txt,186,186,reach_goal,1,1.0,0.99
